Symbol,NSE Symbol,Company Name,ISIN,SERIES
PARADEEP.NS,PARADEEP,Paradeep Phosphates Limited,INE088F01024,EQ
PARAGMILK.NS,PARAGMILK,Parag Milk Foods Limited,INE883N01014,EQ
PARAS.NS,PARAS,Paras Defence and Space Technologies Limited,INE045601023,EQ
PARASPETRO.NS,PARASPETRO,Paras Petrofils Limited,INE162C01024,EQ
PARKHOSPS.NS,PARKHOSPS,Park Medi World Limited,INE119201023,EQ
PARKHOTELS.NS,PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,EQ
PASHUPATI.NS,PASHUPATI,Pashupati Cotspin Limited,INE124Y01028,EQ
PATANJALI.NS,PATANJALI,Patanjali Foods Limited,INE619A01035,EQ
PATELENG.NS,PATELENG,Patel Engineering Limited,INE244B01030,EQ
PATELRMART.NS,PATELRMART,Patel Retail Limited,INE0R8B01010,EQ
PAUSHAKLTD.NS,PAUSHAKLTD,Paushak Limited,INE111F01024,EQ
PAYTM.NS,PAYTM,One 97 Communications Limited,INE982J01020,EQ
PCBL.NS,PCBL,PCBL Chemical Limited,INE602A01031,EQ
PCJEWELLER.NS,PCJEWELLER,PC Jeweller Limited,INE785M01021,EQ
PDMJEPAPER.NS,PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,EQ
PDSL.NS,PDSL,PDS Limited,INE111Q01021,EQ
PENIND.NS,PENIND,Pennar Industries Limited,INE932A01024,EQ
PERSISTENT.NS,PERSISTENT,Persistent Systems Limited,INE262H01021,EQ
PETRONET.NS,PETRONET,Petronet LNG Limited,INE347G01014,EQ
PFC.NS,PFC,Power Finance Corporation Limited,INE134E01011,EQ
PFIZER.NS,PFIZER,Pfizer Limited,INE182A01018,EQ
PFOCUS.NS,PFOCUS,Prime Focus Limited,INE367G01038,EQ
PFS.NS,PFS,PTC India Financial Services Limited,INE560K01014,EQ
PGEL.NS,PGEL,PG Electroplast Limited,INE457L01029,EQ
PGHH.NS,PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,EQ
PGHL.NS,PGHL,Procter & Gamble Health Limited,INE199A01012,EQ
PGIL.NS,PGIL,Pearl Global Industries Limited,INE940H01022,EQ
PHOENIXLTD.NS,PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,EQ
PICCADIL.NS,PICCADIL,Piccadily Agro Industries Limited,INE546C01010,EQ
PIDILITIND.NS,PIDILITIND,Pidilite Industries Limited,INE318A01026,EQ
PIGL.NS,PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,EQ
PIIND.NS,PIIND,PI Industries Limited,INE603J01030,EQ
PILANIINVS.NS,PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,EQ
PINELABS.NS,PINELABS,Pine Labs Limited,INE15B701018,EQ
PIONEEREMB.NS,PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,EQ
PIONRINV.NS,PIONRINV,Pioneer Investcorp Limited,INE746D01014,EQ
PIRAMALFIN.NS,PIRAMALFIN,Piramal Finance Limited,INE202B01038,EQ
PITTIENG.NS,PITTIENG,Pitti Engineering Limited,INE450D01021,EQ
PIXTRANS.NS,PIXTRANS,Pix Transmissions Limited,INE751B01018,EQ
PKTEA.NS,PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,EQ
PLASTIBLEN.NS,PLASTIBLEN,Plastiblends India Limited,INE083C01022,EQ
PLATIND.NS,PLATIND,Platinum Industries Limited,INE0PT501018,EQ
PML.NS,PML,Paul Merchants Limited,INE291E01019,EQ
PNB.NS,PNB,Punjab National Bank,INE160A01022,EQ
PNBGILTS.NS,PNBGILTS,PNB Gilts Limited,INE859A01011,EQ
PNBHOUSING.NS,PNBHOUSING,PNB Housing Finance Limited,INE572E01012,EQ
PNC.NS,PNC,Pritish Nandy Communications Limited,INE392B01011,EQ
PNCINFRA.NS,PNCINFRA,PNC Infratech Limited,INE195J01029,EQ
PNGJL.NS,PNGJL,P N Gadgil Jewellers Limited,INE953R01016,EQ
PNGSREVA.NS,PNGSREVA,PNGS Reva Diamond Jewellery Limited,INE1RDG01013,EQ
POCL.NS,POCL,Pondy Oxides & Chemicals Limited,INE063E01053,EQ
PODDARMENT.NS,PODDARMENT,Poddar Pigments Limited,INE371C01013,EQ
POKARNA.NS,POKARNA,Pokarna Limited,INE637C01025,EQ
POLICYBZR.NS,POLICYBZR,PB Fintech Limited,INE417T01026,EQ
POLYCAB.NS,POLYCAB,Polycab India Limited,INE455K01017,EQ
POLYMED.NS,POLYMED,Poly Medicure Limited,INE205C01021,EQ
POLYPLEX.NS,POLYPLEX,Polyplex Corporation Limited,INE633B01018,EQ
PONNIERODE.NS,PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,EQ
POONAWALLA.NS,POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,EQ
POWERGRID.NS,POWERGRID,Power Grid Corporation of India Limited,INE752E01010,EQ
POWERICA.NS,POWERICA,Powerica Limited,INE921L01032,EQ
POWERINDIA.NS,POWERINDIA,Hitachi Energy India Limited,INE07Y701011,EQ
POWERMECH.NS,POWERMECH,Power Mech Projects Limited,INE211R01019,EQ
PPLPHARMA.NS,PPLPHARMA,Piramal Pharma Limited,INE0DK501011,EQ
PRABHA.NS,PRABHA,Prabha Energy Limited,INE0I0M01023,EQ
PRAENG.NS,PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,EQ
PRAJIND.NS,PRAJIND,Praj Industries Limited,INE074A01025,EQ
PRAKASH.NS,PRAKASH,Prakash Industries Limited,INE603A01013,EQ
PRAKASHSTL.NS,PRAKASHSTL,Prakash Steelage Limited,INE696K01024,EQ
PRAVEG.NS,PRAVEG,Praveg Limited,INE722B01019,EQ
PRECAM.NS,PRECAM,Precision Camshafts Limited,INE484I01029,EQ
PRECOT.NS,PRECOT,Precot Limited,INE283A01014,EQ
PRECWIRE.NS,PRECWIRE,Precision Wires India Limited,INE372C01037,EQ
PREMCO.NS,PREMCO,Premco Global Limited,INE001E01012,EQ
PREMEXPLN.NS,PREMEXPLN,Premier Explosives Limited,INE863B01029,EQ
PREMIERENE.NS,PREMIERENE,Premier Energies Limited,INE0BS701011,EQ
PREMIERPOL.NS,PREMIERPOL,Premier Polyfilm Limited,INE309M01020,EQ
PRESTIGE.NS,PRESTIGE,Prestige Estates Projects Limited,INE811K01011,EQ
PRICOLLTD.NS,PRICOLLTD,Pricol Limited,INE726V01018,EQ
PRIMESECU.NS,PRIMESECU,Prime Securities Limited,INE032B01021,EQ
PRIMO.NS,PRIMO,Primo Chemicals Limited,INE607A01022,EQ
PRINCEPIPE.NS,PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,EQ
PRIVISCL.NS,PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,EQ
PROSTARM.NS,PROSTARM,Prostarm Info Systems Limited,INE0BX301013,EQ
PROTEAN.NS,PROTEAN,Protean eGov Technologies Limited,INE004A01022,EQ
PROZONER.NS,PROZONER,Prozone Realty Limited,INE195N01013,EQ
PRSMJOHNSN.NS,PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ
PRUDENT.NS,PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ
PSB.NS,PSB,Punjab & Sind Bank,INE608A01012,EQ
PSPPROJECT.NS,PSPPROJECT,PSP Projects Limited,INE488V01015,EQ
PTC.NS,PTC,PTC India Limited,INE877F01012,EQ
PTCIL.NS,PTCIL,PTC Industries Limited,INE596F01018,EQ
PTL.NS,PTL,PTL Enterprises Limited,INE034D01049,EQ
PUNJABCHEM.NS,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,EQ
PURVA.NS,PURVA,Puravankara Limited,INE323I01011,EQ
PVP.NS,PVP,PVP Ventures Limited,INE362A01016,EQ
PVRINOX.NS,PVRINOX,PVR INOX Limited,INE191H01014,EQ
PVSL.NS,PVSL,Popular Vehicles and Services Limited,INE772T01024,EQ
PWL.NS,PWL,Physicswallah Limited,INE0LP301011,EQ
PYRAMID.NS,PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,EQ
QMSMEDI.NS,QMSMEDI,QMS Medical Allied Services Limited,INE0FMW01018,EQ
QUADFUTURE.NS,QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,EQ
QUESS.NS,QUESS,Quess Corp Limited,INE615P01015,EQ
QUINT.NS,QUINT,Quint Digital Limited,INE641R01017,EQ
RACE.NS,RACE,Race Eco Chain Limited,INE084Q01012,EQ
RACLGEAR.NS,RACLGEAR,RACL Geartech Limited,INE704B01017,EQ
RADAAN.NS,RADAAN,Radaan Mediaworks India Limited,INE874F01027,EQ
RADHIKAJWE.NS,RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,EQ
RADIANTCMS.NS,RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,EQ
RADICO.NS,RADICO,Radico Khaitan Limited,INE944F01028,EQ
RADIOCITY.NS,RADIOCITY,Music Broadcast Limited,INE919I01024,EQ
RAILTEL.NS,RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,EQ
RAIN.NS,RAIN,Rain Industries Limited,INE855B01025,EQ
RAINBOW.NS,RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,EQ
RAJMET.NS,RAJMET,Rajnandini Metal Limited,INE00KV01022,EQ
RAJPALAYAM.NS,RAJPALAYAM,Rajapalayam Mills Limited,INE296E01026,EQ
RAJRATAN.NS,RAJRATAN,Rajratan Global Wire Limited,INE451D01029,EQ
RAJSREESUG.NS,RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,EQ
RAJTV.NS,RAJTV,Raj Television Network Limited,INE952H01027,EQ
RALLIS.NS,RALLIS,Rallis India Limited,INE613A01020,EQ
RAMANEWS.NS,RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,EQ
RAMAPHO.NS,RAMAPHO,Rama Phosphates Limited,INE809A01032,EQ
RAMBHAJO.NS,RAMBHAJO,Advit Jewels Limited,INE1SJO01012,EQ
RAMCOCEM.NS,RAMCOCEM,The Ramco Cements Limited,INE331A01037,EQ
RAMCOIND.NS,RAMCOIND,Ramco Industries Limited,INE614A01028,EQ
RAMCOSYS.NS,RAMCOSYS,Ramco Systems Limited,INE246B01019,EQ
RAMKY.NS,RAMKY,Ramky Infrastructure Limited,INE874I01013,EQ
RAMRAT.NS,RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ
RANASUG.NS,RANASUG,Rana Sugars Limited,INE625B01014,EQ
RANEHOLDIN.NS,RANEHOLDIN,Rane Holdings Limited,INE384A01010,EQ
RATEGAIN.NS,RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ
RATNAMANI.NS,RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ
RATNAVEER.NS,RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,EQ
RAYMOND.NS,RAYMOND,Raymond Limited,INE301A01014,EQ
RAYMONDLSL.NS,RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,EQ
RAYMONDREL.NS,RAYMONDREL,Raymond Realty Limited,INE1SY401010,EQ
RBA.NS,RBA,Restaurant Brands Asia Limited,INE07T201019,EQ
RBLBANK.NS,RBLBANK,RBL Bank Limited,INE976G01028,EQ
RBZJEWEL.NS,RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,EQ
RCF.NS,RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ
RECLTD.NS,RECLTD,REC Limited,INE020B01018,EQ
REDINGTON.NS,REDINGTON,Redington Limited,INE891D01026,EQ
REDTAPE.NS,REDTAPE,Redtape Limited,INE0LXT01019,EQ
REFEX.NS,REFEX,Refex Industries Limited,INE056I01025,EQ
REGENCERAM.NS,REGENCERAM,Regency Ceramics Limited,INE277C01012,EQ
RELAXO.NS,RELAXO,Relaxo Footwears Limited,INE131B01039,EQ
RELCHEMQ.NS,RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,EQ
RELIABLE.NS,RELIABLE,Reliable Data Services Limited,INE375Y01018,EQ
RELIANCE.NS,RELIANCE,Reliance Industries Limited,INE002A01018,EQ
RELIGARE.NS,RELIGARE,Religare Enterprises Limited,INE621H01010,EQ
RELTD.NS,RELTD,Ravindra Energy Limited,INE206N01018,EQ
REMSONSIND.NS,REMSONSIND,Remsons Industries Limited,INE474C01023,EQ
RENUKA.NS,RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ
REPCOHOME.NS,REPCOHOME,Repco Home Finance Limited,INE612J01015,EQ
REPRO.NS,REPRO,Repro India Limited,INE461B01014,EQ
RESPONIND.NS,RESPONIND,Responsive Industries Limited,INE688D01026,EQ
RETAIL.NS,RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,EQ
RGL.NS,RGL,Renaissance Global Limited,INE722H01024,EQ
RHETAN.NS,RHETAN,Rhetan TMT Limited,INE0KKN01029,EQ
RHIM.NS,RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,EQ
RHL.NS,RHL,Robust Hotels Limited,INE508K01013,EQ
RICOAUTO.NS,RICOAUTO,Rico Auto Industries Limited,INE209B01025,EQ
RIIL.NS,RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,EQ
RIR.NS,RIR,RIR Power Electronics Limited,INE302D01024,EQ
RISHABH.NS,RISHABH,Rishabh Instruments Limited,INE0N2P01017,EQ
RITCO.NS,RITCO,Ritco Logistics Limited,INE01EG01016,EQ
RITES.NS,RITES,RITES Limited,INE320J01015,EQ
RKDL.NS,RKDL,Ravi Kumar Distilleries Limited,INE722J01012,EQ
RKEC.NS,RKEC,RKEC Projects Limited,INE786W01010,EQ
RKFORGE.NS,RKFORGE,Ramkrishna Forgings Limited,INE399G01023,EQ
RKSWAMY.NS,RKSWAMY,R K Swamy Limited,INE0NQ801033,EQ
RMC.NS,RMC,RMC Switchgears Limited,INE655V01019,EQ
RMDRIP.NS,RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026,EQ
RML.NS,RML,Rane (Madras) Limited,INE050H01012,EQ
RNBDENIMS.NS,RNBDENIMS,R&B Denims Limited,INE012Q01039,EQ
ROHLTD.NS,ROHLTD,Royal Orchid Hotels Limited,INE283H01019,EQ
ROLEXRINGS.NS,ROLEXRINGS,Rolex Rings Limited,INE645S01024,EQ
ROML.NS,ROML,Raj Oil Mills Limited,INE294G01026,EQ
ROSSARI.NS,ROSSARI,Rossari Biotech Limited,INE02A801020,EQ
ROSSELLIND.NS,ROSSELLIND,Rossell India Limited,INE847C01020,EQ
ROSSTECH.NS,ROSSTECH,Rossell Techsys Limited,INE0OJW01016,EQ
ROTO.NS,ROTO,Roto Pumps Limited,INE535D01037,EQ
ROUTE.NS,ROUTE,ROUTE MOBILE LIMITED,INE450U01017,EQ
RPEL.NS,RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ
RPGLIFE.NS,RPGLIFE,RPG Life Sciences Limited,INE105J01010,EQ
RPOWER.NS,RPOWER,Reliance Power Limited,INE614G01033,EQ
RPPINFRA.NS,RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,EQ
RPPL.NS,RPPL,Rajshree Polypack Limited,INE760W01023,EQ
RPSGVENT.NS,RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,EQ
RPTECH.NS,RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ
RRIL.NS,RRIL,RRIL Limited,INE951M01037,EQ
RRKABEL.NS,RRKABEL,R R Kabel Limited,INE777K01022,EQ
RSDFIN.NS,RSDFIN,RSD Finance Limited,INE616F01022,EQ
RSL.NS,RSL,Rajputana Stainless Limited,INE313L01016,EQ
RSYSTEMS.NS,RSYSTEMS,R Systems International Limited,INE411H01032,EQ
RTNINDIA.NS,RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,EQ
RTNPOWER.NS,RTNPOWER,RattanIndia Power Limited,INE399K01017,EQ
RUBFILA.NS,RUBFILA,Rubfila International Limited,INE642C01025,EQ
RUBICON.NS,RUBICON,Rubicon Research Limited,INE506V01022,EQ
RUCHINFRA.NS,RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,EQ
RUCHIRA.NS,RUCHIRA,Ruchira Papers Limited,INE803H01014,EQ
RUPA.NS,RUPA,Rupa & Company Limited,INE895B01021,EQ
RUSHIL.NS,RUSHIL,Rushil Decor Limited,INE573K01025,EQ
RUSTOMJEE.NS,RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ
RVHL.NS,RVHL,Ravinder Heights Limited,INE09E501017,EQ
RVNL.NS,RVNL,Rail Vikas Nigam Limited,INE415G01027,EQ
RVTH.NS,RVTH,Revathi Equipment India Limited,INE0DAB01012,EQ
S&SPOWER.NS,S&SPOWER,S&S Power Switchgears Limited,INE902B01017,EQ
SAATVIKGL.NS,SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,EQ
SABEVENTS.NS,SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019,EQ
SADBHAV.NS,SADBHAV,Sadbhav Engineering Limited,INE226H01026,EQ
SAFARI.NS,SAFARI,Safari Industries (India) Limited,INE429E01023,EQ
SAGARDEEP.NS,SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ
SAGCEM.NS,SAGCEM,Sagar Cements Limited,INE229C01021,EQ
SAGILITY.NS,SAGILITY,SAGILITY LIMITED,INE0W2G01015,EQ
SAHLIBHFI.NS,SAHLIBHFI,Shalibhadra Finance Limited,INE861D01011,EQ
SAHYADRI.NS,SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ
SAIL.NS,SAIL,Steel Authority of India Limited,INE114A01011,EQ
SAILIFE.NS,SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ
SAIPARENT.NS,SAIPARENT,Sai Parenterals Limited,INE0H9F01037,EQ
SAKAR.NS,SAKAR,Sakar Healthcare Limited,INE732S01012,EQ
SAKHTISUG.NS,SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ
SAKSOFT.NS,SAKSOFT,Saksoft Limited,INE667G01023,EQ
SALASAR.NS,SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ
SALONA.NS,SALONA,Salona Cotspin Limited,INE498E01010,EQ
SALZERELEC.NS,SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ
SAMBHAAV.NS,SAMBHAAV,Sambhaav Media Limited,INE699B01027,EQ
SAMBHV.NS,SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,EQ
SAMHI.NS,SAMHI,Samhi Hotels Limited,INE08U801020,EQ
SAMMAANCAP.NS,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ
SAMPANN.NS,SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ
SANATHAN.NS,SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ
SANDESH.NS,SANDESH,The Sandesh Limited,INE583B01015,EQ
SANDHAR.NS,SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ
SANDUMA.NS,SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ
SANGAMIND.NS,SANGAMIND,Sangam (India) Limited,INE495C01010,EQ
SANGHVIMOV.NS,SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ
SANOFI.NS,SANOFI,Sanofi India Limited,INE058A01010,EQ
SANOFICONR.NS,SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ
SANSERA.NS,SANSERA,Sansera Engineering Limited,INE953O01021,EQ
SANSTAR.NS,SANSTAR,Sanstar Limited,INE08NE01025,EQ
SAPPHIRE.NS,SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ
SAPPL.NS,SAPPL,Shree Ajit Pulp & Paper Limited,INE185C01017,EQ
SARDAEN.NS,SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ
SAREGAMA.NS,SAREGAMA,Saregama India Limited,INE979A01025,EQ
SARLAPOLY.NS,SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,EQ
SASKEN.NS,SASKEN,Sasken Technologies Limited,INE231F01020,EQ
SATIA.NS,SATIA,Satia Industries Limited,INE170E01023,EQ
SATIN.NS,SATIN,Satin Creditcare Network Limited,INE836B01017,EQ
SAURASHCEM.NS,SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ
SAYAJIHOTL.NS,SAYAJIHOTL,Sayaji Hotels Limited,INE318C01014,EQ
SBC.NS,SBC,SBC Exports Limited,INE04AK01028,EQ
SBCL.NS,SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ
SBFC.NS,SBFC,SBFC Finance Limited,INE423Y01016,EQ
SBGLP.NS,SBGLP,Suratwwala Business Group Limited,INE05ST01028,EQ
SBICARD.NS,SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ
SBILIFE.NS,SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ
SBIN.NS,SBIN,State Bank of India,INE062A01020,EQ
SCANSTL.NS,SCANSTL,Scan Steels Limited,INE099G01011,EQ
SCHAEFFLER.NS,SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ
SCHAND.NS,SCHAND,S Chand And Company Limited,INE807K01035,EQ
SCHNEIDER.NS,SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,EQ
SCI.NS,SCI,Shipping Corporation Of India Limited,INE109A01011,EQ
SCILAL.NS,SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,EQ
SCODATUBES.NS,SCODATUBES,Scoda Tubes Limited,INE090501011,EQ
SCPL.NS,SCPL,Sheetal Cool Products Limited,INE501Y01019,EQ
SDBL.NS,SDBL,Som Distilleries & Breweries Limited,INE480C01038,EQ
SEAMECLTD.NS,SEAMECLTD,Seamec Limited,INE497B01018,EQ
SECMARK.NS,SECMARK,SecMark Consultancy Limited,INE0BTM01013,EQ
SECURKLOUD.NS,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,EQ
SEDEMAC.NS,SEDEMAC,SEDEMAC Mechatronics Limited,INE00XB01019,EQ
SEIL.NS,SEIL,Shanti Educational Initiatives Limited,INE440T01028,EQ
SELMC.NS,SELMC,SEL Manufacturing Company Limited,INE105I01020,EQ
SENCO.NS,SENCO,Senco Gold Limited,INE602W01027,EQ
SENORES.NS,SENORES,Senores Pharmaceuticals Limited,INE0RB801010,EQ
SEPC.NS,SEPC,SEPC Limited,INE964H01014,EQ
SERVOTECH.NS,SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,EQ
SESHAPAPER.NS,SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,EQ
SETL.NS,SETL,Standard Engineering Technology Limited,INE0M4D01010,EQ
SFL.NS,SFL,Sheela Foam Limited,INE916U01025,EQ
SGFIN.NS,SGFIN,SG Finserve Limited,INE618R01015,EQ
SGIL.NS,SGIL,Synergy Green Industries Limited,INE00QT01015,EQ
SGL.NS,SGL,STL Global Limited,INE353H01010,EQ
SGMART.NS,SGMART,SG Mart Limited,INE385F01024,EQ
SHADOWFAX.NS,SHADOWFAX,Shadowfax Technologies Limited,INE12UN01015,EQ
SHAH.NS,SHAH,Shah Metacorp Limited,INE482J01021,EQ
SHAHALLOYS.NS,SHAHALLOYS,Shah Alloys Limited,INE640C01011,EQ
SHAILY.NS,SHAILY,Shaily Engineering Plastics Limited,INE151G01028,EQ
SHAKTIPUMP.NS,SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,EQ
SHALBY.NS,SHALBY,Shalby Limited,INE597J01018,EQ
SHALPAINTS.NS,SHALPAINTS,Shalimar Paints Limited,INE849C01026,EQ
SHANKARA.NS,SHANKARA,Shankara Building Products Limited,INE274V01019,EQ
SHANTI.NS,SHANTI,Shanti Overseas (India) Limited,INE933X01016,EQ
SHANTIGEAR.NS,SHANTIGEAR,Shanthi Gears Limited,INE631A01022,EQ
SHANTIGOLD.NS,SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017,EQ
SHARDACROP.NS,SHARDACROP,Sharda Cropchem Limited,INE221J01015,EQ
SHARDAMOTR.NS,SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,EQ
SHAREINDIA.NS,SHAREINDIA,Share India Securities Limited,INE932X01026,EQ
SHBAJRG.NS,SHBAJRG,Shri Bajrang Alliance Limited,INE402H01015,EQ
SHILCTECH.NS,SHILCTECH,Shilchar Technologies Limited,INE024F01011,EQ
SHILPAMED.NS,SHILPAMED,Shilpa Medicare Limited,INE790G01031,EQ
SHINDL.NS,SHINDL,Sharat Industries Limited,INE220Z01013,EQ
SHIVATEX.NS,SHIVATEX,Shiva Texyarn Limited,INE705C01020,EQ
SHIVAUM.NS,SHIVAUM,Shiv Aum Steels Limited,INE719F01016,EQ
SHK.NS,SHK,S H Kelkar and Company Limited,INE500L01026,EQ
SHOPERSTOP.NS,SHOPERSTOP,Shoppers Stop Limited,INE498B01024,EQ
SHRADHA.NS,SHRADHA,Shradha Realty Limited,INE715Y01031,EQ
SHREDIGCEM.NS,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,EQ
SHREECEM.NS,SHREECEM,SHREE CEMENT LIMITED,INE070A01015,EQ
SHREEJISPG.NS,SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,EQ
SHREEPUSHK.NS,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,EQ
SHREERAMA.NS,SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,EQ
SHREYANIND.NS,SHREYANIND,Shreyans Industries Limited,INE231C01019,EQ
SHRIKRISH.NS,SHRIKRISH,Shri Krishna Devcon Limited,INE997I01012,EQ
SHRINGARMS.NS,SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,EQ
SHRIPISTON.NS,SHRIPISTON,SPR Auto Technologies Limited,INE526E01018,EQ
SHRIRAMFIN.NS,SHRIRAMFIN,Shriram Finance Limited,INE721A01047,EQ
SHRIRAMPPS.NS,SHRIRAMPPS,Shriram Properties Limited,INE217L01019,EQ
SHYAMMETL.NS,SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,EQ
SICAGEN.NS,SICAGEN,Sicagen India Limited,INE176J01011,EQ
SICALLOG.NS,SICALLOG,Sical Logistics Limited,INE075B01020,EQ
SIEMENS.NS,SIEMENS,Siemens Limited,INE003A01024,EQ
SIGIND.NS,SIGIND,Signet Industries Limited,INE529F01035,EQ
SIGMA.NS,SIGMA,Sigma Solve Limited,INE0A0S01028,EQ
SIGNATURE.NS,SIGNATURE,Signatureglobal (India) Limited,INE903U01023,EQ
SIGNPOST.NS,SIGNPOST,Signpost India Limited,INE0KGZ01021,EQ
SIKA.NS,SIKA,Sika Interplant Systems Limited,INE438E01032,EQ
SIKKO.NS,SIKKO,Sikko Industries Limited,INE112X01025,EQ
SIL.NS,SIL,Standard Industries Limited,INE173A01025,EQ
SILGO.NS,SILGO,Silgo Retail Limited,INE01II01013,EQ
SILINV.NS,SILINV,SIL Investments Limited,INE923A01015,EQ
SILLYMONKS.NS,SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,EQ
SILVERTUC.NS,SILVERTUC,Silver Touch Technologies Limited,INE625X01026,EQ
SIMPLEXINF.NS,SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,EQ
SINCLAIR.NS,SINCLAIR,Sinclairs Hotels Limited,INE985A01022,EQ
SINDHUTRAD.NS,SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,EQ
SINGERIND.NS,SINGERIND,Singer India Limited,INE638A01035,EQ
SINTERCOM.NS,SINTERCOM,Sintercom India Limited,INE129Z01016,EQ
SIRCA.NS,SIRCA,Sirca Paints India Limited,INE792Z01011,EQ
SIS.NS,SIS,SIS LIMITED,INE285J01028,EQ
