symbol,screener_company_id,statement_type,financial_reporting_date,pe_average_3y,pe_median_3y,pe_average_5y,pe_median_5y,pe_average_10y,pe_median_10y,sales_growth_3y,sales_growth_5y,sales_growth_10y,profit_growth_3y,profit_growth_5y,profit_growth_10y,eps_growth_3y,eps_growth_5y,eps_growth_10y,debt_to_equity,roe,opm,source_url,refreshed_at
LATENTVIEW.NS,1275098,consolidated,2026-03-31,51.821,53.0,46.0198,49.35,46.0198,49.35,25.0,17.0,,8.0,,,8.033070725628866,-38.90496113377749,,0.0187927107061503,11.9,22.0,https://www.screener.in/company/LATENTVIEW/consolidated/,2026-08-23T18:06:55.829859+00:00
LAURUSLABS.NS,1273603,consolidated,2026-03-31,113.4898,93.2,79.7073,64.5,55.245,33.5,4.0,-2.0,21.0,4.0,22.0,,3.912207815318447,-2.1291245264413505,-0.3046737645759689,0.4750943396226415,18.3,28.0,https://www.screener.in/company/LAURUSLABS/consolidated/,2026-08-23T18:06:55.829859+00:00
LAXMICOT.NS,1273692,consolidated,2026-03-31,94.0519,59.7,77.0896,14.7,77.0896,14.7,2.0,,,19.0,-10.0,,,,,0.7049180327868853,-3.09,-0.5,https://www.screener.in/company/LAXMICOT/consolidated/,2026-08-23T18:06:55.829859+00:00
LAXMIDENTL.NS,1285230,consolidated,2026-03-31,37.8988,39.65,37.8988,39.65,37.8988,39.65,20.0,103.0,,124.0,,,,,,0.0534979423868312,14.8,16.0,https://www.screener.in/company/LAXMIDENTL/consolidated/,2026-08-23T18:06:55.829859+00:00
LCCINFOTEC.NS,1874,consolidated,2024-09-30,73.2214,70.85,73.2214,70.85,73.2214,70.85,345.0,,,17.0,14.0,30.0,,,,2.0,-1.89,-5580.0,https://www.screener.in/company/LCCINFOTEC/consolidated/,2026-08-23T18:06:55.829859+00:00
LEMERITE.NS,1275215,consolidated,2026-03-31,123.412,104.5,89.886,41.05,89.886,41.05,-2.0,11.0,,39.0,,,35.96498365934346,-35.27980615697411,,0.6666666666666666,9.33,-0.6,https://www.screener.in/company/LEMERITE/consolidated/,2026-08-23T18:06:55.829859+00:00
LEMONTREE.NS,1274323,consolidated,2026-03-31,63.1127,63.4,69.9562,64.6,111.1966,76.25,18.0,32.0,27.0,29.0,23.0,,25.556142662775883,,,1.4396551724137931,19.4,47.0,https://www.screener.in/company/LEMONTREE/consolidated/,2026-08-23T18:06:55.829859+00:00
LENSKART.NS,1285752,consolidated,2026-03-31,162.6954,163.1,162.6954,163.1,162.6954,163.1,33.0,74.0,,110.0,,,,-5.607861356340593,,0.3544289311055161,6.33,21.0,https://www.screener.in/company/LENSKART/consolidated/,2026-08-23T18:06:55.829859+00:00
LGBBROSLTD.NS,1881,consolidated,2026-03-31,15.6019,15.3,13.1533,14.2,14.0895,14.3,12.0,21.0,17.0,10.0,31.0,22.0,7.591819616310702,18.64743087818126,17.32759397214716,0.107242339832869,15.5,15.0,https://www.screener.in/company/LGBBROSLTD/consolidated/,2026-08-23T18:06:55.829859+00:00
LGHL.NS,1274746,consolidated,2025-03-31,112.7771,115.75,112.7771,115.75,112.7771,115.75,,,,,97.0,,,,,1.5692307692307692,19.1,26.0,https://www.screener.in/company/LGHL/consolidated/,2026-08-23T18:06:55.829859+00:00
LIBAS.NS,1273611,consolidated,2026-03-31,12.2285,9.25,10.5229,7.9,12.4646,8.9,-1.0,-5.0,,-32.0,-27.0,,-69.78443893020952,,,0.1553101503759398,2.91,2.32,https://www.screener.in/company/LIBAS/consolidated/,2026-08-23T18:06:55.829859+00:00
LIBERTSHOE.NS,1885,consolidated,2017-03-31,86.1747,79.8,72.6698,69.4,55.1428,45.9,1.0,0.0,-5.0,-21.0,9.0,4.0,-21.62733707618216,7.849870727612407,-5.694475003474331,0.8827160493827161,4.23,8.0,https://www.screener.in/company/LIBERTSHOE/consolidated/,2026-08-23T18:06:55.829859+00:00
LICHSGFIN.NS,1888,consolidated,2026-03-31,6.449,6.2,7.5069,7.1,9.6897,7.8,8.0,15.0,13.0,25.0,6.0,-1.0,24.68796259109829,13.40528665040852,11.914790028288058,,14.4,,https://www.screener.in/company/LICHSGFIN/consolidated/,2026-08-23T18:06:55.829859+00:00
LICI.NS,1275221,consolidated,2026-03-31,12.2522,11.6,12.2486,11.6,12.2486,11.6,8.0,81.0,,17.0,,,16.861308473207192,,,0.0,37.8,4.7,https://www.screener.in/company/LICI/consolidated/,2026-08-23T18:06:55.829859+00:00
LIKHITHA.NS,1274798,consolidated,2026-03-31,18.1171,17.4,17.4534,16.8,17.4534,16.8,8.0,6.0,,-13.0,6.0,,-12.990691955318034,6.252232738856622,,0.0,9.99,12.0,https://www.screener.in/company/LIKHITHA/consolidated/,2026-08-23T18:06:55.829859+00:00
LINC.NS,1892,consolidated,2026-03-31,21.5869,20.6,21.5869,20.6,21.5869,20.6,,,,,15.0,3.0,,,,0.1046511627906976,13.3,11.0,https://www.screener.in/company/LINC/consolidated/,2026-08-23T18:06:55.829859+00:00
LINCOLN.NS,1893,consolidated,2026-03-31,13.7981,13.55,12.2653,12.5,11.3245,11.2,10.0,7.0,14.0,7.0,13.0,11.0,6.4277984320035175,7.113794913571336,11.694040127814231,0.0052770448548812,12.3,15.0,https://www.screener.in/company/LINCOLN/consolidated/,2026-08-23T18:06:55.829859+00:00
LINDEINDIA.NS,523,consolidated,2026-03-31,124.3166,120.5,108.0184,106.5,173.3642,121.4,-7.0,30.0,,1.0,24.0,33.0,2.6743251119967004,-5.468304096461063,,0.0185185185185185,13.6,34.0,https://www.screener.in/company/LINDEINDIA/consolidated/,2026-08-23T18:06:55.829859+00:00
LLOYDSENGG.NS,1273435,consolidated,2026-03-31,64.3044,55.9,64.3044,55.9,64.3044,55.9,,,,,106.0,50.0,,,,0.0652304009575104,15.1,14.0,https://www.screener.in/company/LLOYDSENGG/consolidated/,2026-08-23T18:06:55.829859+00:00
LLOYDSENT.NS,3003,consolidated,2026-03-31,114.9452,59.5,129.238,49.0,160.9704,73.7,67.0,162.0,17.0,-40.0,62.0,41.0,81.0789110860435,185.5950791414727,,0.1926140477914554,0.33,9.0,https://www.screener.in/company/LLOYDSENT/consolidated/,2026-08-23T18:06:55.829859+00:00
LLOYDSME.NS,1902,consolidated,2026-03-31,33.9191,30.5,37.7742,28.75,36.339,27.75,72.0,679.0,,60.0,99.0,62.0,,479.58288143748337,55.32765157820359,1.49347559656838,36.6,37.0,https://www.screener.in/company/LLOYDSME/consolidated/,2026-08-23T18:06:55.829859+00:00
LMW.NS,1860,consolidated,2026-03-31,104.8503,116.1,85.6793,68.7,70.358,43.4,-12.0,16.0,-7.0,-32.0,21.0,18.0,-30.17609996727363,23.99486384325076,-4.878282278300161,0.0,4.05,6.0,https://www.screener.in/company/LMW/consolidated/,2026-08-23T18:06:55.829859+00:00
LODHA.NS,1274865,consolidated,2026-03-31,49.921,49.7,49.7169,46.7,49.4509,45.2,21.0,58.0,17.0,56.0,24.0,,89.41686032024994,132.0573992358648,7.762930084923636,0.424976380657906,15.5,32.0,https://www.screener.in/company/LODHA/consolidated/,2026-08-23T18:06:55.829859+00:00
LOTUSDEV.NS,1285575,consolidated,2026-03-31,32.0508,32.5,32.0508,32.5,32.0508,32.5,66.0,,,124.0,,,,,,0.0685504971219257,16.7,36.0,https://www.screener.in/company/LOTUSDEV/consolidated/,2026-08-23T18:06:55.829859+00:00
LOYALTEX.NS,1917,consolidated,2026-03-31,9.8987,6.7,9.0759,7.6,9.9133,9.4,-33.0,,,,-21.0,-10.0,,,,1.0588235294117647,-19.2,-4.2,https://www.screener.in/company/LOYALTEX/consolidated/,2026-08-23T18:06:55.829859+00:00
LT.NS,1870,consolidated,2026-03-31,35.2172,34.6,32.7126,32.5,27.1027,27.9,16.0,3.0,15.0,17.0,21.0,15.0,16.210181098607723,7.230557129451998,14.329947633588237,1.1482935309726416,15.9,12.0,https://www.screener.in/company/LT/consolidated/,2026-08-23T18:06:55.829859+00:00
LTF.NS,1850,consolidated,2026-03-31,19.7669,19.0,20.1216,19.6,19.9124,19.7,12.0,32.0,13.0,256.0,32.0,14.0,22.021179990495355,24.80468319539102,11.602942549423778,,11.2,,https://www.screener.in/company/LTF/consolidated/,2026-08-23T18:06:55.829859+00:00
LTFOODS.NS,1919,consolidated,2026-03-31,19.5745,21.2,15.6625,13.2,12.6312,10.9,16.0,18.0,20.0,16.0,44.0,31.0,15.793782618766716,16.012978828917433,20.89685264946659,0.356115903561159,14.9,11.0,https://www.screener.in/company/LTFOODS/consolidated/,2026-08-23T18:06:55.829859+00:00
LTM.NS,1273442,consolidated,2026-03-31,32.949,34.1,34.177,33.4,28.1527,27.2,8.0,23.0,20.0,7.0,-2.0,21.0,4.33452409698154,8.844283038947909,13.138976143129044,0.096149843912591,23.1,18.0,https://www.screener.in/company/LTM/consolidated/,2026-08-23T18:06:55.829859+00:00
LTTS.NS,1273505,consolidated,2026-03-31,37.4261,37.7,40.1287,37.7,32.5591,32.9,11.0,16.0,12.0,6.0,-1.0,,2.8973954352388587,13.832466140365351,8.003515117443506,0.0892939904217518,21.5,18.0,https://www.screener.in/company/LTTS/consolidated/,2026-08-23T18:06:55.829859+00:00
LUMAXIND.NS,1922,consolidated,2026-03-31,23.8465,23.2,22.6398,21.9,23.7923,21.7,22.0,62.0,14.0,21.0,33.0,24.0,18.71916811170276,56.87514370386677,12.732119070800715,1.0610687022900764,22.0,10.0,https://www.screener.in/company/LUMAXIND/consolidated/,2026-08-23T18:06:55.829859+00:00
LUMAXTECH.NS,1920,consolidated,2026-03-31,33.0115,29.2,27.3586,25.4,23.3119,22.15,38.0,44.0,25.0,43.0,70.0,37.0,44.24846749770399,42.71521838761472,24.26372160954282,1.0165152766308836,26.4,14.0,https://www.screener.in/company/LUMAXTECH/consolidated/,2026-08-23T18:06:55.829859+00:00
LUPIN.NS,1924,consolidated,2026-03-31,33.3764,32.7,37.1691,35.6,39.3868,27.8,19.0,37.0,10.0,140.0,19.0,4.0,131.1094185249072,34.18920682124149,8.803800185260613,0.2947255880256593,28.7,32.0,https://www.screener.in/company/LUPIN/consolidated/,2026-08-23T18:06:55.829859+00:00
LUXIND.NS,1273134,consolidated,2026-03-31,33.1261,34.0,29.1713,28.8,29.3772,29.1,7.0,-17.0,,-9.0,-21.0,7.0,-9.922232542157904,-20.318645573173043,,0.336968375136314,6.08,6.0,https://www.screener.in/company/LUXIND/consolidated/,2026-08-23T18:06:55.829859+00:00
LXCHEM.NS,1274848,consolidated,2026-03-31,56.779,56.5,54.1789,53.3,52.4753,53.0,1.0,-9.0,12.0,-14.0,-14.0,,-15.259818134071343,-9.912652689950695,-19.977190241911316,0.2735516372795969,4.11,8.0,https://www.screener.in/company/LXCHEM/consolidated/,2026-08-23T18:06:55.829859+00:00
M&M.NS,1973,consolidated,2026-03-31,26.6465,28.3,26.1483,24.5,25.4093,24.3,18.0,51.0,19.0,23.0,34.0,17.0,18.477007642878007,56.64229405833143,18.422022345642496,1.4708959472378271,20.3,19.0,https://www.screener.in/company/M&M/consolidated/,2026-08-23T18:06:55.829859+00:00
M&MFIN.NS,98567,consolidated,2026-03-31,18.3854,18.3,18.308,18.1,25.7493,19.8,18.0,35.0,14.0,12.0,22.0,7.0,11.269020575327549,29.86889028035442,13.039001520727789,,12.3,,https://www.screener.in/company/M&MFIN/consolidated/,2026-08-23T18:06:55.829859+00:00
MADHAV.NS,1941,consolidated,2026-03-31,49.5733,49.9,26.4127,15.3,19.459,10.9,-13.0,,,15.0,-9.0,-4.0,,,,0.0642320433061323,-1.41,-6.7,https://www.screener.in/company/MADHAV/consolidated/,2026-08-23T18:06:55.829859+00:00
MADHAVIPL.NS,1273364,consolidated,2026-03-31,13.3747,12.1,12.7047,12.1,16.0247,14.5,-1.0,33.0,11.0,20.0,9.0,,-6.801295495152604,,10.37778064835604,0.6875,12.1,11.0,https://www.screener.in/company/MADHAVIPL/consolidated/,2026-08-23T18:06:55.829859+00:00
MAFATIND.NS,1950,consolidated,2026-03-31,11.9348,10.75,15.2245,10.6,17.3112,11.5,41.0,26.0,21.0,65.0,36.0,6.0,33.33993418947516,,17.623239056048213,0.0830090791180285,12.1,1.9,https://www.screener.in/company/MAFATIND/consolidated/,2026-08-23T18:06:55.829859+00:00
MAGNUM.NS,1956,consolidated,2026-03-31,13.4571,13.55,13.4571,13.55,13.4571,13.55,,,,,20.0,21.0,,,,0.3889695210449927,-1.64,16.0,https://www.screener.in/company/MAGNUM/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHABANK.NS,397,consolidated,2026-03-31,8.6713,8.2,9.6747,8.8,14.1021,10.3,23.0,65.0,50.0,39.0,35.0,10.0,33.074433005555015,59.99083946835968,24.61414626194836,,22.6,,https://www.screener.in/company/MAHABANK/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHAPEXLTD.NS,1957,consolidated,2026-03-31,50.6444,7.0,73.2443,49.0,45.4447,10.0,-21.0,,,22.0,2.0,28.0,,,,0.0,-1.69,-1629.0,https://www.screener.in/company/MAHAPEXLTD/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHASTEEL.NS,1961,consolidated,2026-03-31,85.9025,82.3,60.7645,31.35,61.9693,35.6,11.0,61.0,10.0,23.0,67.0,14.0,20.83561342086171,57.63487958639711,,0.3670886075949367,5.91,2.6,https://www.screener.in/company/MAHASTEEL/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHEPC.NS,944,consolidated,2026-03-31,70.0798,39.05,64.8357,39.9,43.1915,24.7,14.0,-6.0,,47.0,-4.0,-4.0,,-7.7892088518272224,,0.2432432432432432,7.93,6.0,https://www.screener.in/company/MAHEPC/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHLIFE.NS,1977,consolidated,2026-03-31,111.659,81.85,112.6648,82.8,70.3934,37.3,25.0,42.0,12.0,107.0,11.0,12.0,43.07354643441255,,12.401127495018136,0.1825199889716018,9.91,1.3,https://www.screener.in/company/MAHLIFE/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHLOG.NS,1274191,consolidated,2026-03-31,515.9083,786.45,212.5,150.6,132.335,105.7,11.0,-40.0,-23.0,-54.0,-10.0,,-55.724787525233474,-40.36714540079467,-25.556374451778357,0.5531914893617021,0.32,6.0,https://www.screener.in/company/MAHLOG/consolidated/,2026-08-23T18:06:55.829859+00:00
MAHSEAMLES.NS,1968,consolidated,2026-03-31,10.5408,10.3,9.3912,9.8,12.0781,10.0,-6.0,29.0,40.0,-3.0,32.0,19.0,-2.84273475267004,48.205570490954,,0.0018906340895869,10.6,15.0,https://www.screener.in/company/MAHSEAMLES/consolidated/,2026-08-23T18:06:55.829859+00:00
MAITHANALL.NS,1979,consolidated,2026-03-31,6.7873,6.4,6.0874,5.5,7.5203,6.6,-9.0,15.0,19.0,-5.0,0.0,13.0,-4.575268602555738,13.441053006374148,18.58399187933335,0.057163531114327,11.0,14.0,https://www.screener.in/company/MAITHANALL/consolidated/,2026-08-23T18:06:55.829859+00:00
MAJESAUT.NS,1980,consolidated,2026-03-31,21.643,17.9,20.6252,17.1,18.0588,14.8,-11.0,2.0,13.0,81.0,24.0,14.0,189.31679427657664,35.681313972425734,23.236613800699768,0.0224550898203592,3.51,-38.0,https://www.screener.in/company/MAJESAUT/consolidated/,2026-08-23T18:06:55.829859+00:00
MALLCOM.NS,1273081,consolidated,2026-03-31,20.9215,20.7,18.1947,18.1,16.0987,16.1,10.0,1.0,12.0,-7.0,9.0,18.0,-6.661361918228293,1.2235529021019875,12.34524884320376,0.3773584905660377,9.74,11.0,https://www.screener.in/company/MALLCOM/consolidated/,2026-08-23T18:06:55.829859+00:00
MAMATA.NS,1285198,consolidated,2026-03-31,25.9182,24.0,25.9182,24.0,25.9182,24.0,5.0,4.0,,-9.0,,,-56.76766355744607,-58.47965493527213,,0.0432432432432432,9.64,6.0,https://www.screener.in/company/MAMATA/consolidated/,2026-08-23T18:06:55.829859+00:00
MANAKCOAT.NS,1270786,consolidated,2026-03-31,37.9652,33.75,31.0523,29.8,32.7678,23.85,11.0,40.0,27.0,77.0,59.0,32.0,38.994749647529005,33.96404225485061,24.190351072598283,0.3724928366762177,11.0,9.0,https://www.screener.in/company/MANAKCOAT/consolidated/,2026-08-23T18:06:55.829859+00:00
MANAKSIA.NS,1987,consolidated,2026-03-31,7.5475,7.3,6.5344,6.8,5.3191,5.0,-12.0,0.0,-6.0,-10.0,-3.0,1.0,-21.168896480165916,-2.589520653319366,-5.614848120554283,0.0414937759336099,8.08,6.0,https://www.screener.in/company/MANAKSIA/consolidated/,2026-08-23T18:06:55.829859+00:00
MANALIPETC.NS,1988,consolidated,2026-03-31,45.4481,47.15,30.8496,21.75,20.8317,12.2,-5.0,-20.0,4.0,12.0,-3.0,9.0,36.84636309279978,-8.363775666134499,10.4820589601365,0.1069476971116315,5.97,13.0,https://www.screener.in/company/MANALIPETC/consolidated/,2026-08-23T18:06:55.829859+00:00
MANAPPURAM.NS,1989,consolidated,2026-03-31,13.1969,8.0,10.5987,7.7,10.7269,9.0,12.0,-10.0,11.0,-13.0,17.0,16.0,-15.450397972222774,-12.11473942217972,9.78226738557122,,6.97,,https://www.screener.in/company/MANAPPURAM/consolidated/,2026-08-23T18:06:55.829859+00:00
MANCREDIT.NS,3342,consolidated,2019-09-30,42.3494,44.3,37.279,33.45,39.4275,28.75,-11.0,20.0,,133.0,30.0,15.0,61.54632366366586,-5.10018314889189,,,7.68,,https://www.screener.in/company/MANCREDIT/consolidated/,2026-08-23T18:06:55.829859+00:00
MANGALAM.NS,1992,consolidated,2026-03-31,16.9368,18.25,16.9368,18.25,16.9368,18.25,,,,,-26.0,-16.0,,,,1.019417475728155,-35.2,-3.9,https://www.screener.in/company/MANGALAM/consolidated/,2026-08-23T18:06:55.829859+00:00
MANINDS.NS,1985,consolidated,2026-03-31,18.4968,17.8,13.8743,15.0,10.4284,6.4,17.0,11.0,7.0,43.0,44.0,32.0,26.79676968068019,5.177234471788861,4.147141878536531,0.3009103977000479,9.23,14.0,https://www.screener.in/company/MANINDS/consolidated/,2026-08-23T18:06:55.829859+00:00
MANINFRA.NS,1986,consolidated,2026-03-31,22.3764,22.6,20.9874,20.8,27.7358,22.6,-31.0,43.0,27.0,-11.0,19.0,13.0,-10.618209605014805,42.02722036711442,26.59771093022547,0.0282311424790472,9.16,24.0,https://www.screener.in/company/MANINFRA/consolidated/,2026-08-23T18:06:55.829859+00:00
MANKIND.NS,1284353,consolidated,2026-03-31,50.5344,50.4,50.3523,50.4,50.3523,50.4,18.0,11.0,,17.0,,,13.136311862948546,7.964575298843979,,0.3872392638036809,13.1,26.0,https://www.screener.in/company/MANKIND/consolidated/,2026-08-23T18:06:55.829859+00:00
MANORAMA.NS,1274568,consolidated,2026-03-31,50.8812,45.3,50.8812,45.3,50.8812,45.3,,,,,45.0,,,,,0.5219941348973607,39.4,27.0,https://www.screener.in/company/MANORAMA/consolidated/,2026-08-23T18:06:55.829859+00:00
MANYAVAR.NS,1275168,consolidated,2024-09-30,53.4739,52.6,63.6318,69.35,63.6318,69.35,34.0,18.0,,46.0,,,16.72839999509017,3.2220020012396766,,0.3032089063523248,26.7,48.0,https://www.screener.in/company/MANYAVAR/consolidated/,2026-08-23T18:06:55.829859+00:00
MAPMYINDIA.NS,1275122,consolidated,2026-03-31,69.5299,69.5,60.9143,65.15,60.9143,65.15,19.0,16.0,,2.0,,,7.0165871278715874,-30.949102017414056,,0.0077348066298342,12.0,35.0,https://www.screener.in/company/MAPMYINDIA/consolidated/,2026-08-23T18:06:55.829859+00:00
MARATHON.NS,2006,consolidated,2026-03-31,14.7456,14.25,20.1056,15.2,16.5225,13.7,-12.0,68.0,9.0,18.0,34.0,10.0,4.840988643948352,55.60032907883144,7.466446107991653,0.0435164835164835,11.8,25.0,https://www.screener.in/company/MARATHON/consolidated/,2026-08-23T18:06:55.829859+00:00
MARICO.NS,2014,consolidated,2026-03-31,54.5471,55.5,54.4034,54.5,50.808,52.0,12.0,9.0,10.0,11.0,10.0,12.0,10.454511440137717,8.367436462101718,9.43161909732384,0.1323040380047506,42.8,17.0,https://www.screener.in/company/MARICO/consolidated/,2026-08-23T18:06:55.829859+00:00
MARINE.NS,1274579,consolidated,2026-03-31,70.9287,66.1,54.1015,54.0,46.3509,40.0,26.0,36.0,20.0,52.0,59.0,,45.63555957220207,31.76174905274056,14.571138237551429,0.1805273833671399,13.2,11.0,https://www.screener.in/company/MARINE/consolidated/,2026-08-23T18:06:55.829859+00:00
MARKOLINES.NS,1274925,consolidated,2026-03-31,19.1089,18.5,18.9491,18.3,18.9491,18.3,4.0,,,18.0,,,18.31871814934973,,,0.4257425742574257,13.9,12.0,https://www.screener.in/company/MARKOLINES/consolidated/,2026-08-23T18:06:55.829859+00:00
MARKSANS.NS,2017,consolidated,2026-03-31,26.3739,24.6,20.531,21.6,26.3402,20.1,17.0,12.0,18.0,16.0,36.0,23.0,16.176386700536447,9.86558879129442,16.98844522276175,0.1134634469070459,15.2,22.0,https://www.screener.in/company/MARKSANS/consolidated/,2026-08-23T18:06:55.829859+00:00
MARSONS.NS,2019,consolidated,2026-03-31,82.6742,81.0,82.6742,81.0,66.0565,75.0,,,31.0,,68.0,26.0,,,,0.0046082949308755,27.2,17.0,https://www.screener.in/company/MARSONS/consolidated/,2026-08-23T18:06:55.829859+00:00
MARUTI.NS,2023,consolidated,2026-03-31,28.8395,28.1,37.3716,31.9,38.4556,35.2,16.0,27.0,12.0,29.0,15.0,11.0,19.760652976407567,26.29659789157905,9.88034676708709,0.0009518832356564,14.3,11.0,https://www.screener.in/company/MARUTI/consolidated/,2026-08-23T18:06:55.829859+00:00
MASFIN.NS,1274181,consolidated,2026-03-31,17.914,17.2,19.8586,19.4,23.2924,21.7,26.0,21.0,21.0,23.0,4.0,,18.19835734388429,18.381705220942514,6.1258468376615305,,13.4,,https://www.screener.in/company/MASFIN/consolidated/,2026-08-23T18:06:55.829859+00:00
MASTEK.NS,2026,consolidated,2026-03-31,21.772,21.0,22.1885,21.1,18.4372,17.7,13.0,16.0,42.0,16.0,-8.0,29.0,10.73191258203925,9.452241755147316,36.11531934506815,0.1463903743315508,15.6,16.0,https://www.screener.in/company/MASTEK/consolidated/,2026-08-23T18:06:55.829859+00:00
MASTERTR.NS,2028,consolidated,2026-03-31,11.8804,11.65,9.5107,9.1,7.6432,6.7,19.0,30.0,43.0,24.0,32.0,42.0,19.147174305199343,26.534034775031245,41.00061033681512,0.2790697674418604,17.3,41.0,https://www.screener.in/company/MASTERTR/consolidated/,2026-08-23T18:06:55.829859+00:00
MATRIMONY.NS,1274140,consolidated,2026-03-31,27.5025,26.85,29.8111,28.1,32.1814,29.4,0.0,-3.0,44.0,-7.0,-13.0,,-7.624215207047591,-1.5027053833864712,,0.2378640776699029,15.2,14.0,https://www.screener.in/company/MATRIMONY/consolidated/,2026-08-23T18:06:55.829859+00:00
MAXESTATES.NS,1284558,consolidated,2026-03-31,266.5456,187.7,266.5456,187.7,266.5456,187.7,23.0,,,,,,,,,0.9971062422488632,-1.27,9.0,https://www.screener.in/company/MAXESTATES/consolidated/,2026-08-23T18:06:55.829859+00:00
MAXHEALTH.NS,1274774,consolidated,2026-03-31,80.6115,78.7,73.3146,71.5,89.3471,76.05,22.0,60.0,,10.0,25.0,,9.235192826729689,,,0.3236251977295989,14.7,27.0,https://www.screener.in/company/MAXHEALTH/consolidated/,2026-08-23T18:06:55.829859+00:00
MAXIND.NS,1274778,consolidated,2026-03-31,0.1,0.1,0.1,0.1,0.1,0.1,0.0,,,,19.0,,,,,0.2347188264058679,-32.8,-54.0,https://www.screener.in/company/MAXIND/consolidated/,2026-08-23T18:06:55.829859+00:00
MAYURUNIQ.NS,2040,consolidated,2026-03-31,17.8955,17.9,18.4579,19.1,18.9923,19.2,8.0,17.0,9.0,22.0,10.0,6.0,23.008217291572784,16.99789026522702,10.218320278525985,0.0070609002647837,18.0,25.0,https://www.screener.in/company/MAYURUNIQ/consolidated/,2026-08-23T18:06:55.829859+00:00
MAZDOCK.NS,1274794,consolidated,2026-03-31,39.3306,37.3,29.0326,32.7,26.0474,27.8,18.0,33.0,16.0,32.0,85.0,,32.16454205989243,38.11993937406237,-8.13644146907303,0.0458226550486929,29.2,19.0,https://www.screener.in/company/MAZDOCK/consolidated/,2026-08-23T18:06:55.829859+00:00
MBEL.NS,1285577,consolidated,2026-03-31,20.6108,19.6,20.6108,19.6,20.6108,19.6,13.0,74.0,,42.0,,,-0.5491263832538396,40.60222707815022,,0.1278538812785388,19.4,11.0,https://www.screener.in/company/MBEL/consolidated/,2026-08-23T18:06:55.829859+00:00
MCCHRLS-B.NS,1937,consolidated,2026-03-31,8.8505,8.8,14.8234,11.0,16.7571,16.8,114.0,,,,5.0,6.0,,,,,-143.0,75.0,https://www.screener.in/company/MCCHRLS-B/consolidated/,2026-08-23T18:06:55.829859+00:00
MCLOUD.NS,1236192,consolidated,2026-03-31,44.1519,43.2,37.428,33.8,32.2499,25.2,18.0,130.0,,16.0,59.0,39.0,15.472099347777911,117.34434639618958,,0.4250363901018922,19.2,29.0,https://www.screener.in/company/MCLOUD/consolidated/,2026-08-23T18:06:55.829859+00:00
MCX.NS,2156,consolidated,2026-03-31,94.5669,72.3,72.4443,54.7,54.4355,42.85,65.0,49.0,31.0,108.0,61.0,32.0,107.5588903108592,42.68398585406408,27.77986806253689,0.001755617977528,56.3,72.0,https://www.screener.in/company/MCX/consolidated/,2026-08-23T18:06:55.829859+00:00
MEDANTA.NS,1275351,consolidated,2026-03-31,66.2541,63.9,64.8665,63.1,64.8665,63.1,18.0,81.0,13.0,20.0,,,19.402180217023336,28.931442792384576,,0.3003533568904594,15.2,21.0,https://www.screener.in/company/MEDANTA/consolidated/,2026-08-23T18:06:55.829859+00:00
MEDIASSIST.NS,1284633,consolidated,2026-03-31,42.5596,41.2,42.5596,41.2,42.5596,41.2,21.0,32.0,,11.0,,,3.064952246582675,-72.17645092407822,,0.0643623361144219,13.9,19.0,https://www.screener.in/company/MEDIASSIST/consolidated/,2026-08-23T18:06:55.829859+00:00
MEDICAMEQ.NS,2050,consolidated,2026-03-31,59.181,56.3,60.8866,58.4,54.8142,54.8,12.0,-4.0,,-13.0,-18.0,3.0,-15.37009314745058,-6.462863510971828,,0.1739130434782608,3.95,10.0,https://www.screener.in/company/MEDICAMEQ/consolidated/,2026-08-23T18:06:55.829859+00:00
MEDPLUS.NS,1275123,consolidated,2026-03-31,93.5809,72.9,100.1914,79.9,100.1914,79.9,15.0,28.0,37.0,66.0,,,63.72123484247367,-57.9570543825215,-28.286968530516887,0.7210126582278481,11.6,8.0,https://www.screener.in/company/MEDPLUS/consolidated/,2026-08-23T18:06:55.829859+00:00
MEGASTAR.NS,1274354,consolidated,2026-03-31,49.2816,45.05,42.1197,37.8,34.9015,31.7,21.0,18.0,,-3.0,45.0,,-6.535554369891772,14.730767494339236,,1.2718446601941749,9.46,6.0,https://www.screener.in/company/MEGASTAR/consolidated/,2026-08-23T18:06:55.829859+00:00
MENNPIS.NS,2062,consolidated,2026-03-31,14.5253,14.1,13.843,13.3,13.843,13.3,7.0,,,7.0,16.0,16.0,3.104925564579464,,,0.0280898876404494,15.4,16.0,https://www.screener.in/company/MENNPIS/consolidated/,2026-08-23T18:06:55.829859+00:00
MERCANTILE.NS,1270580,consolidated,2026-03-31,58.2882,38.0,40.7537,22.6,46.0165,23.0,26.0,-12.0,2.0,-27.0,11.0,6.0,-28.000550633087183,-12.099590328865585,3.383023041093613,0.0,1.97,0.72,https://www.screener.in/company/MERCANTILE/consolidated/,2026-08-23T18:06:55.829859+00:00
