symbol,screener_company_id,statement_type,financial_reporting_date,pe_average_3y,pe_median_3y,pe_average_5y,pe_median_5y,pe_average_10y,pe_median_10y,sales_growth_3y,sales_growth_5y,sales_growth_10y,profit_growth_3y,profit_growth_5y,profit_growth_10y,eps_growth_3y,eps_growth_5y,eps_growth_10y,debt_to_equity,roe,opm,source_url,refreshed_at
20MICRONS.NS,11,consolidated,2026-03-31,12.0139,11.65,10.3615,10.0,9.8964,9.95,11.0,23.0,20.0,17.0,32.0,19.0,16.919569634326372,23.81116132628234,19.80141801671,0.3223140495867768,14.5,13.0,https://www.screener.in/company/20MICRONS/consolidated/,2026-08-23T18:06:55.829859+00:00
21STCENMGM.NS,3504,consolidated,2026-03-31,3.2241,2.0,2.6964,1.9,4.35,2.9,23.0,,,-13.0,7.0,11.0,,,,0.0,-57.2,162.0,https://www.screener.in/company/21STCENMGM/consolidated/,2026-08-23T18:06:55.829859+00:00
360ONE.NS,1274695,consolidated,2026-03-31,36.658,37.1,32.5192,33.7,33.4151,34.6,30.0,27.0,,23.0,26.0,,17.449167573234714,23.314032361039928,,1.6196624644164297,14.4,62.0,https://www.screener.in/company/360ONE/consolidated/,2026-08-23T18:06:55.829859+00:00
3BBLACKBIO.NS,1778,consolidated,2026-03-31,25.1722,24.15,19.5,19.35,17.9541,16.5,32.0,-12.0,68.0,31.0,19.0,61.0,25.48561699587985,-14.754439580276236,63.1796407525814,0.0092307692307692,19.8,35.0,https://www.screener.in/company/3BBLACKBIO/consolidated/,2026-08-23T18:06:55.829859+00:00
3IINFOLTD.NS,12,consolidated,2026-03-31,9.9456,9.4,12.2622,10.2,10.0276,9.1,-2.0,14.0,8.0,133.0,27.0,17.0,190.15675801088005,-2.88950138320514,,0.1627296587926509,11.0,-1.4,https://www.screener.in/company/3IINFOLTD/consolidated/,2026-08-23T18:06:55.829859+00:00
3MINDIA.NS,13,consolidated,2024-03-31,61.8637,62.6,72.3552,65.5,82.1341,67.5,17.0,10.0,,53.0,8.0,10.0,53.16297654396451,9.763128266206444,,0.0083837913367489,30.5,19.0,https://www.screener.in/company/3MINDIA/consolidated/,2026-08-23T18:06:55.829859+00:00
3PLAND.NS,2591,consolidated,2026-03-31,34.7791,34.45,32.815,31.6,41.5832,31.1,23.0,77.0,28.0,12.0,19.0,13.0,12.054415102248006,,28.315327585610216,0.0,1.78,64.86,https://www.screener.in/company/3PLAND/consolidated/,2026-08-23T18:06:55.829859+00:00
5PAISA.NS,1274195,consolidated,2026-03-31,32.5734,33.4,50.1599,39.6,58.3092,40.75,-2.0,25.0,,0.0,-4.0,,-0.1763050201090465,19.658605062578616,,0.5839753466872111,7.04,31.0,https://www.screener.in/company/5PAISA/consolidated/,2026-08-23T18:06:55.829859+00:00
63MOONS.NS,1018,consolidated,2026-03-31,23.2076,14.1,23.2076,14.1,25.2687,21.2,-10.0,,5.0,-9.0,54.0,26.0,,,,0.0008445945945945,-1.6,-94.0,https://www.screener.in/company/63MOONS/consolidated/,2026-08-23T18:06:55.829859+00:00
A2ZINFRA.NS,16,consolidated,2026-03-31,27.35,23.85,27.35,23.85,24.1734,22.6,3.0,16.0,7.0,-22.0,30.0,-8.0,,,,1.9795918367346936,15.4,0.7,https://www.screener.in/company/A2ZINFRA/consolidated/,2026-08-23T18:06:55.829859+00:00
AADHARHFC.NS,1284772,consolidated,2026-03-31,21.9034,21.1,21.9034,21.1,21.9034,21.1,22.0,27.0,,25.0,,,22.14798328902503,23.8814114047321,,,15.9,,https://www.screener.in/company/AADHARHFC/consolidated/,2026-08-23T18:06:55.829859+00:00
AAKASH.NS,1274334,consolidated,2024-09-30,18.9949,18.4,18.5918,18.05,18.5918,18.05,,,,,-19.0,,,,,0.2333333333333333,11.2,14.0,https://www.screener.in/company/AAKASH/consolidated/,2026-08-23T18:06:55.829859+00:00
AARTIDRUGS.NS,20,consolidated,2026-03-31,24.3745,25.2,23.7096,23.6,21.1243,21.1,-2.0,-7.0,11.0,5.0,-8.0,13.0,5.9493521191184895,-6.623882553668247,11.659454370351853,0.3724983860555197,13.4,12.0,https://www.screener.in/company/AARTIDRUGS/consolidated/,2026-08-23T18:06:55.829859+00:00
AARTIIND.NS,21,consolidated,2026-03-31,46.0981,45.1,40.3548,41.3,34.7879,32.7,8.0,-5.0,5.0,-9.0,-9.0,15.0,-8.39834240219396,-5.101886237013186,4.13347123277954,0.8339210747271201,7.13,15.0,https://www.screener.in/company/AARTIIND/consolidated/,2026-08-23T18:06:55.829859+00:00
AARTIPHARM.NS,1275418,consolidated,2026-03-31,26.5777,26.6,25.7471,26.1,25.7471,26.1,-2.0,,,-3.0,,,-3.3590304331914456,,,0.3549905838041431,8.59,22.0,https://www.screener.in/company/AARTIPHARM/consolidated/,2026-08-23T18:06:55.829859+00:00
AARTISURF.NS,1274763,consolidated,2026-03-31,32.2418,29.7,49.6237,37.05,103.761,39.6,13.0,-11.0,,-1.0,-17.0,,-0.8097521382163131,-10.54307873974324,,0.4262295081967213,5.17,6.0,https://www.screener.in/company/AARTISURF/consolidated/,2026-08-23T18:06:55.829859+00:00
AARVI.NS,1274156,consolidated,2026-03-31,15.7816,15.7,14.4515,14.0,10.748,11.3,14.0,11.0,22.0,6.0,23.0,,6.64962138437013,10.943724300935664,-17.51397825001061,0.1901408450704225,13.4,3.3,https://www.screener.in/company/AARVI/consolidated/,2026-08-23T18:06:55.829859+00:00
AAVAS.NS,1274569,consolidated,2024-03-31,26.1815,26.5,34.4475,28.1,44.4623,38.2,22.0,23.0,,19.0,-11.0,,18.99113953037732,22.42991713805236,,,13.9,,https://www.screener.in/company/AAVAS/consolidated/,2026-08-23T18:06:55.829859+00:00
ABB.NS,27,consolidated,2026-06-30,82.5476,83.1,82.5476,83.1,82.5476,83.1,,,,,34.0,22.0,108.22902015389552,,,0.0155262876110932,22.4,14.0,https://www.screener.in/company/ABB/consolidated/,2026-08-23T18:06:55.829859+00:00
ABCAPITAL.NS,1274128,consolidated,2026-03-31,19.5611,18.2,18.7881,18.0,22.5136,20.8,15.0,28.0,22.0,-7.0,32.0,,-9.394109024525132,25.916087505854748,8.406821905502282,,12.0,,https://www.screener.in/company/ABCAPITAL/consolidated/,2026-08-23T18:06:55.829859+00:00
ABCOTS.NS,1275148,consolidated,2026-03-31,52.1957,47.9,52.1957,47.9,52.1957,47.9,21.0,,,89.0,,,46.65570029175372,,,0.9607843137254902,9.87,12.0,https://www.screener.in/company/ABCOTS/consolidated/,2026-08-23T18:06:55.829859+00:00
ABDL.NS,1284830,consolidated,2026-03-31,82.8821,68.4,82.8821,68.4,82.8821,68.4,8.0,147.0,,422.0,,,388.4994055649934,136.6243830938149,,0.6921226698737222,14.3,14.0,https://www.screener.in/company/ABDL/consolidated/,2026-08-23T18:06:55.829859+00:00
ABFRL.NS,486604,consolidated,2026-03-31,31.8535,32.3,30.04,28.7,30.04,28.7,-13.0,-6.0,,,-5.0,-1.0,,,,1.0597602739726026,-13.6,8.0,https://www.screener.in/company/ABFRL/consolidated/,2026-08-23T18:06:55.829859+00:00
ABLBL.NS,1285513,consolidated,2026-03-31,56.8373,57.1,56.8373,57.1,56.8373,57.1,,,,,,,,,,2.1358811040339702,14.9,16.0,https://www.screener.in/company/ABLBL/consolidated/,2026-08-23T18:06:55.829859+00:00
ABMINTLLTD.NS,1273376,consolidated,2026-03-31,136.4823,88.3,77.7413,30.9,63.2466,35.25,-14.0,,,19.0,-11.0,,,,,0.7282229965156793,-17.2,-3.34,https://www.screener.in/company/ABMINTLLTD/consolidated/,2026-08-23T18:06:55.829859+00:00
ABMKNO.NS,38,consolidated,2026-03-31,26.4544,22.1,21.5435,18.2,16.8271,13.4,9.0,-14.0,,-11.0,10.0,5.0,-10.618663068325484,-13.942564558538216,,-0.0,3.96,14.0,https://www.screener.in/company/ABMKNO/consolidated/,2026-08-23T18:06:55.829859+00:00
ABREL.NS,613,consolidated,2026-03-31,106.993,74.1,97.8672,68.55,76.8588,52.5,-53.0,,,,13.0,16.0,,,,1.5228316671169957,-2.64,-86.0,https://www.screener.in/company/ABREL/consolidated/,2026-08-23T18:06:55.829859+00:00
ABSLAMC.NS,1274975,consolidated,2026-03-31,23.6955,23.8,20.1051,20.5,20.1051,20.5,15.0,13.0,,18.0,,,17.69032975277076,-35.06318925222052,,0.0158376639445681,25.2,59.0,https://www.screener.in/company/ABSLAMC/consolidated/,2026-08-23T18:06:55.829859+00:00
ACC.NS,39,consolidated,2026-03-31,19.8981,16.0,25.6042,22.2,26.7364,22.9,5.0,7.0,12.0,31.0,-11.0,-2.0,4.67965214924706,9.181342164008475,6.281872106295716,0.0208748965987056,10.9,10.0,https://www.screener.in/company/ACC/consolidated/,2026-08-23T18:06:55.829859+00:00
ACCELYA.NS,1688,consolidated,2026-06-30,18.4994,17.4,20.7034,19.2,20.7042,19.4,4.0,20.0,2.0,-4.0,-2.0,-1.0,-9.037080813184406,17.715868166249837,1.397439285736013,0.064,39.3,33.0,https://www.screener.in/company/ACCELYA/consolidated/,2026-08-23T18:06:55.829859+00:00
ACE.NS,53,consolidated,2026-03-31,38.9841,38.6,34.4908,30.3,42.64,30.6,15.0,40.0,48.0,38.0,40.0,39.0,34.2418104573315,37.74454587040916,44.974241664513805,0.0039781203381402,22.9,16.0,https://www.screener.in/company/ACE/consolidated/,2026-08-23T18:06:55.829859+00:00
ACEINTEG.NS,1274098,consolidated,2025-03-31,70.3034,77.4,70.3034,77.4,70.3034,77.4,,,,,7.0,,,,,0.0079817559863169,-8.59,-28.07,https://www.screener.in/company/ACEINTEG/consolidated/,2026-08-23T18:06:55.829859+00:00
ACI.NS,1275357,consolidated,2026-03-31,35.9363,34.2,34.2459,32.35,34.2459,32.35,-9.0,,,-35.0,,,-34.69209936221063,,,0.2408268733850129,5.42,20.0,https://www.screener.in/company/ACI/consolidated/,2026-08-23T18:06:55.829859+00:00
ACMESOLAR.NS,1285145,consolidated,2026-03-31,78.9731,42.7,78.9731,42.7,78.9731,42.7,16.0,51.0,,149.0,,,,41.3218766418493,,3.931238885595732,10.4,87.0,https://www.screener.in/company/ACMESOLAR/consolidated/,2026-08-23T18:06:55.829859+00:00
ACSTECH.NS,1905,consolidated,2026-03-31,34.7725,31.9,34.7725,31.9,34.7725,31.9,56.0,,,40.0,,29.0,65.30694476794227,,,0.3507462686567164,6.84,7.0,https://www.screener.in/company/ACSTECH/consolidated/,2026-08-23T18:06:55.829859+00:00
ACUTAAS.NS,1274921,consolidated,2026-03-31,67.3038,63.2,61.3674,59.35,61.3674,59.35,30.0,46.0,,62.0,,,56.14003928554243,38.39539905554592,,0.0217654171704957,24.0,37.0,https://www.screener.in/company/ACUTAAS/consolidated/,2026-08-23T18:06:55.829859+00:00
ADANIENSOL.NS,1272969,consolidated,2026-03-31,71.5707,67.1,125.0969,90.1,82.1126,53.65,28.0,13.0,20.0,21.0,4.0,44.0,19.052468155127,11.288858368390953,18.951761968497483,1.9340071577457036,9.44,30.0,https://www.screener.in/company/ADANIENSOL/consolidated/,2026-08-23T18:06:55.829859+00:00
ADANIENT.NS,56,consolidated,2026-03-31,96.6799,99.7,156.6253,110.5,94.5549,71.55,-8.0,,,,17.0,51.0,55.315101266327616,57.37774158374294,24.304119164369983,1.3175246521513482,-3.38,14.0,https://www.screener.in/company/ADANIENT/consolidated/,2026-08-23T18:06:55.829859+00:00
ADANIGREEN.NS,1274366,consolidated,2026-03-31,134.586,118.5,288.8958,170.4,397.8629,216.2,18.0,44.0,70.0,17.0,7.0,,17.708711508133625,49.56818616350225,,5.186326070623592,11.4,86.0,https://www.screener.in/company/ADANIGREEN/consolidated/,2026-08-23T18:06:55.829859+00:00
ADANIPORTS.NS,57,consolidated,2026-03-31,28.4102,27.2,28.4257,27.4,24.6456,24.1,23.0,21.0,16.0,27.0,20.0,21.0,31.253901408476104,17.724629625226317,14.791593006337834,0.6624287456101043,16.4,58.0,https://www.screener.in/company/ADANIPORTS/consolidated/,2026-08-23T18:06:55.829859+00:00
ADANIPOWER.NS,58,consolidated,2026-03-31,17.8255,16.2,16.341,15.4,19.3536,16.2,12.0,58.0,37.0,6.0,68.0,44.0,6.202110138165407,58.77643946096809,35.050447915251425,0.8418929115912346,21.1,37.0,https://www.screener.in/company/ADANIPOWER/consolidated/,2026-08-23T18:06:55.829859+00:00
ADFFOODS.NS,62,consolidated,2026-03-31,34.7643,34.2,34.0318,33.1,31.0293,32.0,15.0,14.0,30.0,20.0,11.0,27.0,17.056187701141788,10.346016538582848,29.855457102131624,0.0961538461538461,17.7,19.0,https://www.screener.in/company/ADFFOODS/consolidated/,2026-08-23T18:06:55.829859+00:00
ADOR.NS,75,consolidated,2026-03-31,31.3323,26.35,30.4649,27.15,30.0067,25.5,,40.0,13.0,,19.0,19.0,12.360779353364816,19.6512246024805,7.234388989620877,0.0054151624548736,15.8,13.0,https://www.screener.in/company/ADOR/consolidated/,2026-08-23T18:06:55.829859+00:00
ADROITINFO.NS,687,consolidated,2026-03-31,23.225,21.75,25.4835,22.95,21.1094,18.3,29.0,19.0,5.0,-4.0,11.0,-15.0,-6.655330175199248,,2.8625296063705896,0.3410263022176379,4.34,9.06,https://www.screener.in/company/ADROITINFO/consolidated/,2026-08-23T18:06:55.829859+00:00
ADSL.NS,137,consolidated,2026-03-31,21.9247,20.65,19.6126,18.75,17.6752,15.6,14.0,9.0,21.0,-18.0,10.0,13.0,59.36754296471816,6.117300431287598,19.90828966259404,0.2218597063621533,4.82,6.0,https://www.screener.in/company/ADSL/consolidated/,2026-08-23T18:06:55.829859+00:00
ADVAIT.NS,1274785,consolidated,2026-03-31,59.0038,56.1,49.5252,50.15,44.4463,47.65,90.0,63.0,,83.0,127.0,,78.78430994362114,58.79966168345487,,0.3417266187050359,21.5,12.0,https://www.screener.in/company/ADVAIT/consolidated/,2026-08-23T18:06:55.829859+00:00
ADVANCE.NS,1285700,consolidated,2025-03-31,20.4926,20.3,20.4926,20.3,20.4926,20.3,,,,,,,,,,0.7920792079207921,29.1,10.0,https://www.screener.in/company/ADVANCE/consolidated/,2026-08-23T18:06:55.829859+00:00
ADVENTHTL.NS,1285770,consolidated,2026-03-31,5.611,0.0,5.611,0.0,5.611,0.0,,,,,,,,,,0.8838495575221239,5.47,35.0,https://www.screener.in/company/ADVENTHTL/consolidated/,2026-08-23T18:06:55.829859+00:00
ADVENZYMES.NS,1273452,consolidated,2026-03-31,27.5363,27.7,28.1054,27.9,27.7552,27.7,11.0,1.0,7.0,12.0,-4.0,1.0,16.8316422094545,2.857205556471732,8.015989249726907,0.0196078431372549,10.2,30.0,https://www.screener.in/company/ADVENZYMES/consolidated/,2026-08-23T18:06:55.829859+00:00
AEGISLOG.NS,84,consolidated,2026-03-31,38.5783,39.2,33.9379,31.5,40.9479,39.1,-1.0,31.0,23.0,24.0,39.0,28.0,24.72164494950393,32.10602773155544,22.40158983795166,0.685383980181668,16.3,21.0,https://www.screener.in/company/AEGISLOG/consolidated/,2026-08-23T18:06:55.829859+00:00
AEGISVOPAK.NS,1285467,consolidated,2026-03-31,101.1719,112.55,101.1719,112.55,101.1719,112.55,38.0,,,1472.0,,,,,,0.8694942903752039,11.0,75.0,https://www.screener.in/company/AEGISVOPAK/consolidated/,2026-08-23T18:06:55.829859+00:00
AEPL.NS,1274664,consolidated,2026-03-31,94.5101,72.0,93.5429,71.5,93.5429,71.5,11.0,,,12.0,21.0,,11.86889420813968,,,0.018066561014263,9.65,16.13,https://www.screener.in/company/AEPL/consolidated/,2026-08-23T18:06:55.829859+00:00
AEROENTER.NS,2906,consolidated,2026-03-31,15.2911,18.0,16.4889,18.5,26.1945,20.3,14.0,49.0,43.0,17.0,35.0,27.0,14.538681276832556,48.747866935632935,,0.0495767835550181,8.41,16.0,https://www.screener.in/company/AEROENTER/consolidated/,2026-08-23T18:06:55.829859+00:00
AEROFLEX.NS,1284464,consolidated,2026-03-31,54.6244,50.4,54.6244,50.4,54.6244,50.4,18.0,50.0,,20.0,,,16.73877216503947,9.814252166932324,,0.0201342281879194,14.1,23.0,https://www.screener.in/company/AEROFLEX/consolidated/,2026-08-23T18:06:55.829859+00:00
AERONEU.NS,1275392,consolidated,2026-03-31,351.8386,280.4,299.7537,242.65,299.7537,242.65,11.0,,,-24.0,,,-20.82937048465997,28.279738788208974,,0.2352941176470588,1.6,2.9,https://www.screener.in/company/AERONEU/consolidated/,2026-08-23T18:06:55.829859+00:00
AETHER.NS,1275232,consolidated,2026-03-31,86.0592,83.9,88.1256,88.3,88.1256,88.3,21.0,,,20.0,,,16.465226199607173,,,0.1864820846905537,9.66,31.0,https://www.screener.in/company/AETHER/consolidated/,2026-08-23T18:06:55.829859+00:00
AFCONS.NS,1285138,consolidated,2026-03-31,31.6468,31.35,31.6468,31.35,31.6468,31.35,-2.0,12.0,,-11.0,,,-50.70169134755393,-21.67261577089884,,0.6655045871559633,5.61,9.0,https://www.screener.in/company/AFCONS/consolidated/,2026-08-23T18:06:55.829859+00:00
AFFLE.NS,1274684,consolidated,2026-03-31,59.2185,58.3,63.3525,61.5,70.0647,64.3,24.0,28.0,,23.0,16.0,,20.731730901332448,25.040987302947727,,0.0041073384446878,13.8,22.0,https://www.screener.in/company/AFFLE/consolidated/,2026-08-23T18:06:55.829859+00:00
AFSL.NS,1275375,consolidated,2026-03-31,15.9418,11.75,16.7943,17.4,16.7943,17.4,174.0,18.0,,14.0,,,13.738248056337763,16.027981565232775,,0.6032,8.29,0.8,https://www.screener.in/company/AFSL/consolidated/,2026-08-23T18:06:55.829859+00:00
AGARIND.NS,88,consolidated,2026-03-31,13.9627,13.9,12.4229,12.45,17.1199,12.7,-6.0,2.0,20.0,-22.0,11.0,11.0,-22.12488400879521,-5.913634788416944,8.863487793461179,0.4949201741654572,6.62,7.0,https://www.screener.in/company/AGARIND/consolidated/,2026-08-23T18:06:55.829859+00:00
AGARWALEYE.NS,1285311,consolidated,2026-03-31,172.468,184.1,172.468,184.1,172.468,184.1,27.0,34.0,,13.0,,,,,,0.5261599210266535,6.81,28.0,https://www.screener.in/company/AGARWALEYE/consolidated/,2026-08-23T18:06:55.829859+00:00
AGI.NS,1374,consolidated,2026-03-31,62.4471,79.8,51.8398,36.1,30.3203,13.2,,,13.0,,28.0,22.0,74.37808113001904,29.34920720857324,16.462144978897953,0.1001246364769422,15.8,23.0,https://www.screener.in/company/AGI/consolidated/,2026-08-23T18:06:55.829859+00:00
AGIIL.NS,1270784,consolidated,2026-03-31,34.6376,34.7,25.787,19.7,18.6178,13.8,14.0,41.0,38.0,26.0,77.0,42.0,24.427158868299912,40.62823883876352,34.910520524835945,0.4008620689655172,25.0,37.0,https://www.screener.in/company/AGIIL/consolidated/,2026-08-23T18:06:55.829859+00:00
AGROPHOS.NS,1273571,consolidated,2026-03-31,10.535,8.7,10.535,8.7,10.535,8.7,4.0,,,12.0,11.0,,12.10563170454122,,,0.4285714285714285,10.4,11.0,https://www.screener.in/company/AGROPHOS/consolidated/,2026-08-23T18:06:55.829859+00:00
AHCL.NS,1285622,consolidated,2026-03-31,27.8262,27.9,27.8262,27.9,27.8262,27.9,,,,,,,,,,0.1913043478260869,18.4,28.0,https://www.screener.in/company/AHCL/consolidated/,2026-08-23T18:06:55.829859+00:00
AHLEAST.NS,291,consolidated,2026-03-31,13.9418,14.1,16.1093,14.5,16.4268,14.7,9.0,12.0,-7.0,,17.0,7.0,,,,2.344262295081968,-3.08,30.0,https://www.screener.in/company/AHLEAST/consolidated/,2026-08-23T18:06:55.829859+00:00
AHLUCONT.NS,96,consolidated,2026-03-31,28.1478,27.9,25.241,23.4,26.0308,24.9,17.0,28.0,12.0,11.0,13.0,8.0,11.07786246835769,28.069502942795733,12.158206350003107,0.0354541039339485,13.8,8.0,https://www.screener.in/company/AHLUCONT/consolidated/,2026-08-23T18:06:55.829859+00:00
AIAENG.NS,101,consolidated,2026-03-31,31.0102,30.9,31.0559,30.9,30.683,30.7,-3.0,19.0,12.0,7.0,18.0,14.0,6.730524916716507,17.79281715630907,10.883924879111628,0.0012459506603538,17.0,28.0,https://www.screener.in/company/AIAENG/consolidated/,2026-08-23T18:06:55.829859+00:00
AIIL.NS,1270863,consolidated,2026-03-31,9.4523,7.6,9.4523,7.6,9.4523,7.6,69.0,,,217.0,78.0,110.0,-23.443050870532154,,,,13.1,,https://www.screener.in/company/AIIL/consolidated/,2026-08-23T18:06:55.829859+00:00
AIRAN.NS,1273675,consolidated,2026-03-31,30.3133,26.45,28.6508,26.1,30.3567,26.9,5.0,18.0,,7.0,-7.0,,5.333022737905702,15.593862393479396,,0.0064102564102564,8.11,12.0,https://www.screener.in/company/AIRAN/consolidated/,2026-08-23T18:06:55.829859+00:00
AIROLAM.NS,1274164,consolidated,2026-03-31,42.3418,26.85,33.7335,23.1,32.8373,22.4,7.0,0.0,,-9.0,13.0,,-9.36977705669031,0.1642944240025201,,1.0379746835443038,7.26,8.0,https://www.screener.in/company/AIROLAM/consolidated/,2026-08-23T18:06:55.829859+00:00
AJANTPHARM.NS,104,consolidated,2026-03-31,37.5924,36.8,32.7008,34.6,29.123,27.4,13.0,12.0,10.0,24.0,20.0,11.0,22.578361040056283,10.902226450355146,10.37702460814931,0.0574331787055445,27.1,25.0,https://www.screener.in/company/AJANTPHARM/consolidated/,2026-08-23T18:06:55.829859+00:00
AJMERA.NS,108,consolidated,2026-03-31,23.8158,23.75,22.4767,22.2,16.7063,15.8,36.0,38.0,13.0,28.0,13.0,16.0,23.60229563622873,34.954430573853614,12.27903609015386,0.5085836909871244,11.5,27.0,https://www.screener.in/company/AJMERA/consolidated/,2026-08-23T18:06:55.829859+00:00
AKASH.NS,1273661,consolidated,2026-03-31,58.7654,36.4,67.9899,34.6,54.1553,33.3,10.0,-5.0,-8.0,-14.0,-30.0,,-21.942090117707004,-10.523056803197006,-20.505814446157625,1.0828055360075064,1.05,6.92,https://www.screener.in/company/AKASH/consolidated/,2026-08-23T18:06:55.829859+00:00
AKCAPIT.NS,110,consolidated,2026-03-31,8.1563,8.0,6.3279,6.85,5.2872,4.2,12.0,8.0,10.0,8.0,31.0,21.0,7.988814275339862,8.203012751332661,10.252785952045553,,10.9,,https://www.screener.in/company/AKCAPIT/consolidated/,2026-08-23T18:06:55.829859+00:00
AKG.NS,1274561,consolidated,2026-03-31,52.6304,50.1,45.9492,44.05,46.0626,41.4,-27.0,-23.0,,-48.0,-3.0,,-48.59927767574731,-23.864913425596924,,0.1082242990654205,0.68,0.53,https://www.screener.in/company/AKG/consolidated/,2026-08-23T18:06:55.829859+00:00
AKI.NS,1274581,consolidated,2026-03-31,79.5715,74.7,74.0924,74.5,62.7175,61.75,15.0,,28.0,18.0,15.0,,3.777107043295369,-3.749021568765021,,0.2079207920792079,2.33,-2.2,https://www.screener.in/company/AKI/consolidated/,2026-08-23T18:06:55.829859+00:00
AKUMS.NS,1284874,consolidated,2026-03-31,31.8,25.6,31.8,25.6,31.8,25.6,6.0,16.0,16.0,29.0,,,34.717235485590315,-55.63820172130324,,0.0473747736873868,8.45,13.0,https://www.screener.in/company/AKUMS/consolidated/,2026-08-23T18:06:55.829859+00:00
ALANKIT.NS,967,consolidated,2026-03-31,18.5943,19.1,31.8685,20.6,37.5689,20.9,3.0,4.0,12.0,-17.0,-12.0,-14.0,,0.2881892180566225,10.411032000450016,0.056782334384858,3.84,6.0,https://www.screener.in/company/ALANKIT/consolidated/,2026-08-23T18:06:55.829859+00:00
ALEMBICLTD.NS,120,consolidated,2026-03-31,9.1599,8.5,9.3517,8.8,7.632,7.5,24.0,-2.0,3.0,16.0,-2.0,12.0,18.541801179017583,-1.5292057215253283,3.479041066512289,0.0044989775051124,13.0,36.0,https://www.screener.in/company/ALEMBICLTD/consolidated/,2026-08-23T18:06:55.829859+00:00
ALGOQUANT.NS,1340,consolidated,2026-03-31,60.9152,48.3,60.9152,48.3,60.9152,48.3,,,,,60.0,64.0,,,,0.2537313432835821,28.4,27.0,https://www.screener.in/company/ALGOQUANT/consolidated/,2026-08-23T18:06:55.829859+00:00
ALICON.NS,127,consolidated,2026-03-31,29.6133,29.35,30.1118,29.45,24.9151,25.8,8.0,86.0,6.0,-9.0,-1.0,9.0,-12.907397676117116,,1.5245893039373517,0.5636942675159236,6.42,10.0,https://www.screener.in/company/ALICON/consolidated/,2026-08-23T18:06:55.829859+00:00
ALIVUS.NS,1274896,consolidated,2021-03-31,2.6166,2.6,2.1356,2.2,2.1348,2.2,,,,,15.0,,,,,,,31.0,https://www.screener.in/company/ALIVUS/consolidated/,2026-08-23T18:06:55.829859+00:00
ALKEM.NS,1273171,consolidated,2026-03-31,31.0153,29.2,30.6563,29.0,29.6611,28.6,8.0,9.0,12.0,32.0,7.0,13.0,32.73951630768903,7.746111968311609,11.993328736002162,0.1481186685962373,18.9,20.0,https://www.screener.in/company/ALKEM/consolidated/,2026-08-23T18:06:55.829859+00:00
ALKYLAMINE.NS,132,consolidated,2020-03-31,52.3522,53.0,62.9149,60.1,45.8048,45.9,26.0,33.0,31.0,54.0,-12.0,32.0,57.20190556392632,34.85429133690059,31.72231067003024,0.1623134328358209,41.4,26.0,https://www.screener.in/company/ALKYLAMINE/consolidated/,2026-08-23T18:06:55.829859+00:00
ALLCARGO.NS,134,consolidated,2026-03-31,33.378,25.1,21.171,10.4,12.6508,5.2,-52.0,-52.0,-32.0,-80.0,-2.0,0.0,-80.16781074047631,-50.94407521368678,-32.04220098075837,1.2073170731707317,0.33,12.0,https://www.screener.in/company/ALLCARGO/consolidated/,2026-08-23T18:06:55.829859+00:00
ALLDIGI.NS,138,consolidated,2026-03-31,20.1399,20.1,20.0947,19.7,17.5373,15.6,15.0,18.0,10.0,20.0,14.0,12.0,18.951377126836142,18.54417054856581,10.270054776270632,0.6812749003984063,31.5,28.0,https://www.screener.in/company/ALLDIGI/consolidated/,2026-08-23T18:06:55.829859+00:00
ALLTIME.NS,1285591,consolidated,2026-03-31,33.7605,33.0,33.7605,33.0,33.7605,33.0,,,,,,,,,,0.1402936378466558,8.96,14.0,https://www.screener.in/company/ALLTIME/consolidated/,2026-08-23T18:06:55.829859+00:00
ALMONDZ.NS,140,consolidated,2026-03-31,17.6329,18.15,15.7443,14.4,14.67,12.4,36.0,9.0,59.0,22.0,2.0,23.0,17.389140861314445,6.75479638921781,,0.1821561338289963,11.2,14.0,https://www.screener.in/company/ALMONDZ/consolidated/,2026-08-23T18:06:55.829859+00:00
ALOKINDS.NS,142,consolidated,2026-03-31,1.6,1.6,1.6,1.6,1.6,1.6,-19.0,11.0,6.0,3.0,-11.0,14.0,,,,,,1.7,https://www.screener.in/company/ALOKINDS/consolidated/,2026-08-23T18:06:55.829859+00:00
ALPA.NS,143,consolidated,2026-03-31,11.0506,11.0,12.7069,11.1,16.8842,12.7,4.0,24.0,8.0,6.0,4.0,7.0,6.038306207109678,15.625623316640414,8.140206108438953,0.0161290322580645,8.39,-1.0,https://www.screener.in/company/ALPA/consolidated/,2026-08-23T18:06:55.829859+00:00
ALPHAGEO.NS,144,consolidated,2026-03-31,33.5608,24.5,27.2801,21.95,18.05,9.45,19.0,,,,0.0,-10.0,,,,0.0316205533596837,-5.32,6.0,https://www.screener.in/company/ALPHAGEO/consolidated/,2026-08-23T18:06:55.829859+00:00
AMAGI.NS,1285861,consolidated,2026-03-31,567.7477,203.75,567.7477,203.75,567.7477,203.75,30.0,28.0,,30.0,,,,-61.74736288074792,,0.0176437108708025,10.3,5.0,https://www.screener.in/company/AMAGI/consolidated/,2026-08-23T18:06:55.829859+00:00
